word,pinyin,english,level,language
履行,lǚ xíng,to fulfill (one's obligations),HSK6,1
掠夺,lvè duó,to plunder,HSK6,1
略微,lvè wēi,a little bit,HSK6,1
麻痹,má bì,paralysis,HSK6,1
麻木,má mù,numb,HSK6,1
麻醉,má zuì,anesthesia,HSK6,1
码头,mǎ tóu,dock,HSK6,1
嘛,ma,modal particle indicating that sth is obvious,HSK6,1
埋伏,mái fú,to ambush,HSK6,1
埋没,mái mò,to engulf,HSK6,1
埋葬,mái zàng,to bury,HSK6,1
迈,mài,take a step,HSK6,1
脉搏,mài bó,a pulse (both medical and figurative),HSK6,1
埋怨,mán yuàn,to complain,HSK6,1
慢性,màn xìng,slow and patient,HSK6,1
漫长,màn cháng,very long,HSK6,1
漫画,màn huà,caricature,HSK6,1
蔓延,màn yán,to extend,HSK6,1
忙碌,máng lù,busy,HSK6,1
茫茫,máng máng,boundless,HSK6,1
茫然,máng rán,blankly,HSK6,1
盲目,máng mù,blind,HSK6,1
冒充,mào chōng,to feign,HSK6,1
茂盛,mào shèng,lush,HSK6,1
枚,méi,classifier for coins,HSK6,1
没辙,méi zhé,(idiom) unable to solve; no way to escape a problem,HSK6,1
媒介,méi jiè,media,HSK6,1
媒体,méi tǐ,media,HSK6,1
美观,měi guān,pleasing to the eye,HSK6,1
美满,měi mǎn,happy,HSK6,1
美妙,měi miào,beautiful,HSK6,1
门诊,mén zhěn,outpatient service,HSK6,1
蒙,méng,to cover,HSK6,1
萌芽,méng yá,sprout,HSK6,1
猛烈,měng liè,fierce,HSK6,1
梦想,mèng xiǎng,(figuratively) to dream of,HSK6,1
眯,mī,to narrow one's eyes,HSK6,1
弥补,mí bǔ,to complement,HSK6,1
弥漫,mí màn,variant of 彌漫|弥漫[mí màn],HSK6,1
迷惑,mí huo,to puzzle,HSK6,1
迷人,mí rén,fascinating,HSK6,1
迷失,mí shī,lost,HSK6,1
迷信,mí xìn,superstition,HSK6,1
密度,mì dù,density,HSK6,1
密封,mì fēng,to seal up,HSK6,1
免得,miǎn de,so as not to,HSK6,1
免疫,miǎn yì,immunity (to disease),HSK6,1
勉励,miǎn lì,to encourage,HSK6,1
勉强,miǎn qiǎng,to do with difficulty,HSK6,1
面貌,miàn mào,appearance,HSK6,1
面子,miàn zi,outer surface,HSK6,1
描绘,miáo huì,to describe,HSK6,1
渺小,miǎo xiǎo,minute,HSK6,1
蔑视,miè shì,to loathe,HSK6,1
灭亡,miè wáng,to be destroyed,HSK6,1
民间,mín jiān,among the people,HSK6,1
民用,mín yòng,(for) civilian use,HSK6,1
敏感,mǐn gǎn,sensitive,HSK6,1
敏捷,mǐn jié,nimble,HSK6,1
敏锐,mǐn ruì,keen,HSK6,1
明明,míng míng,obviously,HSK6,1
名次,míng cì,position in a ranking of names,HSK6,1
名额,míng é,quota,HSK6,1
名副其实,míng fù qí shí,not just in name only,HSK6,1
名誉,míng yù,fame,HSK6,1
命名,mìng míng,to give a name to,HSK6,1
摸索,mō suo,to feel about,HSK6,1
膜,mó,membrane,HSK6,1
摩擦,mó cā,friction,HSK6,1
磨合,mó hé,to break in,HSK6,1
模范,mó fàn,model,HSK6,1
模式,mó shì,mode,HSK6,1
模型,mó xíng,model,HSK6,1
魔鬼,mó guǐ,devil,HSK6,1
魔术,mó shù,magic,HSK6,1
抹杀,mǒ shā,to erase,HSK6,1
莫名其妙,mò míng qí miào,unfathomable mystery (idiom); subtle and ineffable,HSK6,1
默默,mò mò,in silence,HSK6,1
墨水儿,mò shuǐ r,erhua variant of 墨水,HSK6,1
谋求,móu qiú,to seek,HSK6,1
模样,mú yàng,look,HSK6,1
母语,mǔ yǔ,native language,HSK6,1
目睹,mù dǔ,to witness,HSK6,1
目光,mù guāng,sight,HSK6,1
沐浴,mù yù,to take a bath,HSK6,1
拿手,ná shǒu,expert in,HSK6,1
纳闷儿,nà mèn r,puzzled,HSK6,1
耐用,nài yòng,durable,HSK6,1
难得,nán dé,seldom,HSK6,1
难堪,nán kān,hard to take,HSK6,1
难免,nán miǎn,hard to avoid,HSK6,1
难能可贵,nán néng kě guì,rare and precious,HSK6,1
恼火,nǎo huǒ,to get angry,HSK6,1
内涵,nèi hán,meaning,HSK6,1
内幕,nèi mù,inside story,HSK6,1
内在,nèi zài,intrinsic,HSK6,1
能量,néng liàng,energy,HSK6,1
嗯,en,interjection indicating approval,HSK6,1
拟定,nǐ dìng,to draw up,HSK6,1
年度,nián dù,year (e.g. school year,HSK6,1
捏,niē,to pinch (with one's fingers),HSK6,1
拧,níng,to pinch,HSK6,1
凝固,níng gù,to freeze,HSK6,1
凝聚,níng jù,to condense,HSK6,1
凝视,níng shì,to gaze at,HSK6,1
宁肯,nìng kěn,would rather...,HSK6,1
宁愿,nìng yuàn,would rather,HSK6,1
纽扣儿,niǔ kòu ér,Buttons children,HSK6,1
扭转,niǔ zhuǎn,to reverse,HSK6,1
浓厚,nóng hòu,dense,HSK6,1
农历,nóng lì,the traditional Chinese calendar,HSK6,1
奴隶,nú lì,slave,HSK6,1
挪,nuó,to shift,HSK6,1
虐待,nvè dài,to mistreat,HSK6,1
哦,ò,oh (interjection indicating that one has just learned sth),HSK6,1
殴打,ōu dǎ,to beat up,HSK6,1
欧洲,Oū zhōu,Europe,HSK6,1
呕吐,ǒu tù,to vomit,HSK6,1
趴,pā,to lie on one's stomach,HSK6,1
排斥,pái chì,to reject,HSK6,1
排除,pái chú,to eliminate,HSK6,1
排放,pái fàng,emission,HSK6,1
徘徊,pái huái,to dither,HSK6,1
派别,pài bié,denomination,HSK6,1
派遣,pài qiǎn,to send (on a mission),HSK6,1
攀登,pān dēng,to climb,HSK6,1
盘旋,pán xuán,to spiral,HSK6,1
畔,pàn,bank,HSK6,1
判决,pàn jué,judgment (by a court of law),HSK6,1
庞大,páng dà,huge,HSK6,1
抛弃,pāo qì,to abandon,HSK6,1
泡沫,pào mò,foam,HSK6,1
培训,péi xùn,to cultivate,HSK6,1
培育,péi yù,to train,HSK6,1
配备,pèi bèi,to allocate,HSK6,1
配偶,pèi ǒu,consort,HSK6,1
配套,pèi tào,to form a complete set,HSK6,1
盆地,pén dì,basin (low-lying geographical feature),HSK6,1
烹饪,pēng rèn,cooking,HSK6,1
捧,pěng,to clasp,HSK6,1
劈,pī,to hack,HSK6,1
批发,pī fā,wholesale,HSK6,1
批判,pī pàn,to criticize,HSK6,1
疲惫,pí bèi,beaten,HSK6,1
疲倦,pí juàn,to tire,HSK6,1
皮革,pí gé,leather,HSK6,1
屁股,pì gu,buttocks,HSK6,1
譬如,pì rú,for example,HSK6,1
偏差,piān chā,bias,HSK6,1
偏见,piān jiàn,prejudice,HSK6,1
偏僻,piān pì,remote,HSK6,1
偏偏,piān piān,sth turns out just the opposite of what one would expect,HSK6,1
片断,piàn duàn,section,HSK6,1
片刻,piàn kè,short period of time,HSK6,1
飘扬,piāo yáng,to wave,HSK6,1
漂浮,piāo fú,to float,HSK6,1
拼搏,pīn bó,to struggle,HSK6,1
拼命,pīn mìng,to do one's utmost,HSK6,1
频繁,pín fán,frequently,HSK6,1
频率,pín lǜ,frequency,HSK6,1
贫乏,pín fá,lack,HSK6,1
贫困,pín kùn,impoverished,HSK6,1
品尝,pǐn cháng,to taste a small amount,HSK6,1
品德,pǐn dé,moral character,HSK6,1
品行,pǐn xíng,behavior,HSK6,1
品质,pǐn zhì,quality,HSK6,1
平凡,píng fán,commonplace,HSK6,1
平面,píng miàn,plane (flat surface),HSK6,1
平坦,píng tǎn,level,HSK6,1
平行,píng xíng,parallel,HSK6,1
平原,píng yuán,field,HSK6,1
评估,píng gū,to evaluate,HSK6,1
评论,píng lùn,to comment on,HSK6,1
屏障,píng zhàng,protective screen,HSK6,1
坡,pō,slope,HSK6,1
泼,pō,to splash,HSK6,1
颇,pō,rather,HSK6,1
破例,pò lì,to make an exception,HSK6,1
迫不及待,pò bù jí dài,impatient (idiom); in a hurry,HSK6,1
迫害,pò hài,to persecute,HSK6,1
魄力,pò lì,courage,HSK6,1
扑,pū,to throw oneself at,HSK6,1
铺,pū,to spread,HSK6,1
普及,pǔ jí,popular,HSK6,1
朴实,pǔ shí,plain,HSK6,1
瀑布,pù bù,waterfall,HSK6,1
期望,qī wàng,to have expectations,HSK6,1
期限,qī xiàn,time limit,HSK6,1
欺负,qī fu,to bully,HSK6,1
欺骗,qī piàn,to deceive,HSK6,1
凄凉,qī liáng,desolate,HSK6,1
奇妙,qí miào,fantastic,HSK6,1
旗袍,qí páo,Chinese-style dress,HSK6,1
旗帜,qí zhì,ensign,HSK6,1
齐全,qí quán,complete,HSK6,1
齐心协力,qí xīn xié lì,to work with a common purpose (idiom); to make concerted efforts,HSK6,1
歧视,qí shì,to discriminate against,HSK6,1
起草,qǐ cǎo,draft (a bill),HSK6,1
起初,qǐ chū,originally,HSK6,1
起伏,qǐ fú,to move up and down,HSK6,1
起哄,qǐ hòng,to heckle,HSK6,1
起码,qǐ mǎ,at the minimum,HSK6,1
起义,qǐ yì,uprising,HSK6,1
起源,qǐ yuán,origin,HSK6,1
启程,qǐ chéng,to set out on a journey,HSK6,1
启示,qǐ shì,enlightenment,HSK6,1
启事,qǐ shì,announcement (written,HSK6,1
乞丐,qǐ gài,beggar,HSK6,1
岂有此理,qǐ yǒu cǐ lǐ,how can this be so? (idiom); preposterous,HSK6,1
器材,qì cái,equipment,HSK6,1
器官,qì guān,organ (part of body tissue),HSK6,1
气概,qì gài,lofty quality,HSK6,1
气功,qì gōng,qigong,HSK6,1
气魄,qì pò,spirit,HSK6,1
气色,qì sè,complexion,HSK6,1
气势,qì shì,imposing manner,HSK6,1
气味,qì wèi,odor,HSK6,1
气象,qì xiàng,meteorological feature,HSK6,1
气压,qì yā,atmospheric pressure,HSK6,1
迄今为止,qì jīn wéi zhǐ,so far,HSK6,1
掐,qiā,to pick (flowers),HSK6,1
恰当,qià dàng,appropriate,HSK6,1
恰到好处,qià dào hǎo chù,it's just perfect,HSK6,1
恰巧,qià qiǎo,fortunately,HSK6,1
洽谈,qià tán,to discuss,HSK6,1
牵扯,qiān chě,to involve,HSK6,1
牵制,qiān zhì,to control,HSK6,1
千方百计,qiān fāng bǎi jì,lit. thousand ways,HSK6,1
签订,qiān dìng,to agree to and sign (a treaty etc),HSK6,1
签署,qiān shǔ,to sign (an agreement),HSK6,1
迁就,qiān jiù,to yield,HSK6,1
迁徙,qiān xǐ,to migrate,HSK6,1
谦逊,qiān xùn,humble,HSK6,1
前景,qián jǐng,foreground,HSK6,1
前提,qián tí,premise,HSK6,1
潜力,qián lì,potential,HSK6,1
潜水,qián shuǐ,to dive,HSK6,1
潜移默化,qián yí mò huà,imperceptible influence,HSK6,1
谴责,qiǎn zé,to denounce,HSK6,1
强制,qiáng zhì,to enforce,HSK6,1
抢劫,qiǎng jié,to rob,HSK6,1
抢救,qiǎng jiù,rescue,HSK6,1
强迫,qiǎng pò,to compel,HSK6,1
桥梁,qiáo liáng,bridge,HSK6,1
翘,qiào,to stick up,HSK6,1
锲而不舍,qiè ér bù shě,to chip away at a task and not abandon it (idiom); to chisel away at sth,HSK6,1
切实,qiè shí,feasible,HSK6,1
亲热,qīn rè,affectionate,HSK6,1
亲身,qīn shēn,personal,HSK6,1
侵犯,qīn fàn,to infringe on,HSK6,1
钦佩,qīn pèi,to admire,HSK6,1
勤俭,qín jiǎn,hardworking and frugal,HSK6,1
勤恳,qín kěn,diligent and attentive,HSK6,1
氢,qīng,hydrogen (chemistry),HSK6,1
轻而易举,qīng ér yì jǔ,easy,HSK6,1
清澈,qīng chè,clear,HSK6,1
清晨,qīng chén,early morning,HSK6,1
清除,qīng chú,to eliminate,HSK6,1
清洁,qīng jié,clean,HSK6,1
清理,qīng lǐ,to clear up,HSK6,1
清晰,qīng xī,clear,HSK6,1
清醒,qīng xǐng,clear-headed,HSK6,1
清真,qīng zhēn,Islamic,HSK6,1
倾听,qīng tīng,to listen attentively,HSK6,1
倾向,qīng xiàng,trend,HSK6,1
倾斜,qīng xié,to incline,HSK6,1
晴朗,qíng lǎng,sunny and cloudless,HSK6,1
情报,qíng bào,(spy) intelligence,HSK6,1
情节,qíng jié,plot,HSK6,1
情理,qíng lǐ,reason,HSK6,1
情形,qíng xing,circumstances,HSK6,1
请柬,qǐng jiǎn,invitation card,HSK6,1
请教,qǐng jiào,to ask for guidance,HSK6,1
请示,qǐng shì,to ask for instructions,HSK6,1
请帖,qǐng tiě,invitation card,HSK6,1
丘陵,qiū líng,hills,HSK6,1
区分,qū fēn,to differentiate,HSK6,1
区域,qū yù,area,HSK6,1
屈服,qū fú,to surrender,HSK6,1
曲折,qū zhé,complicated,HSK6,1
驱逐,qū zhú,to expel,HSK6,1
渠道,qú dào,irrigation ditch,HSK6,1
取缔,qǔ dì,to ban,HSK6,1
曲子,qǔ zi,poem for singing,HSK6,1
趣味,qù wèi,fun,HSK6,1
圈套,quān tào,trap,HSK6,1
全局,quán jú,overall situation,HSK6,1
全力以赴,quán lì yǐ fù,to do at all costs,HSK6,1
权衡,quán héng,to weigh,HSK6,1
权威,quán wēi,authority,HSK6,1
权益,quán yì,rights and benefits,HSK6,1
拳头,quán tou,fist,HSK6,1
犬,quǎn,dog,HSK6,1
缺口,quē kǒu,nick,HSK6,1
缺席,quē xí,absence,HSK6,1
缺陷,quē xiàn,defect,HSK6,1
瘸,qué,lame,HSK6,1
确保,què bǎo,to ensure,HSK6,1
确立,què lì,to establish,HSK6,1
确切,què qiè,definite,HSK6,1
确信,què xìn,to be convinced,HSK6,1
群众,qún zhòng,mass,HSK6,1
染,rǎn,to dye,HSK6,1
让步,ràng bù,to concede,HSK6,1
饶恕,ráo shù,to forgive,HSK6,1
扰乱,rǎo luàn,to disturb,HSK6,1
惹祸,rě huò,stirring up trouble,HSK6,1
热泪盈眶,rè lèi yíng kuàng,eyes brimming with tears of excitement (idiom),HSK6,1
热门,rè mén,popular,HSK6,1
人道,rén dào,human sympathy,HSK6,1
人格,rén gé,personality,HSK6,1
人工,rén gōng,artificial,HSK6,1
人家,rén jia,other people,HSK6,1
人间,rén jiān,the human world,HSK6,1
人士,rén shì,person,HSK6,1
人为,rén wéi,artificial,HSK6,1
人性,rén xìng,human nature,HSK6,1
人质,rén zhì,hostage,HSK6,1
仁慈,rén cí,benevolent,HSK6,1
忍耐,rěn nài,to show restraint,HSK6,1
忍受,rěn shòu,to bear,HSK6,1
认定,rèn dìng,to maintain (that sth is true),HSK6,1
认可,rèn kě,to approve,HSK6,1
任命,rèn mìng,to appoint and nominate,HSK6,1
任性,rèn xìng,willful,HSK6,1
任意,rèn yì,arbitrary,HSK6,1
任重道远,rèn zhòng dào yuǎn,a heavy load and a long road,HSK6,1
仍旧,réng jiù,still (remaining),HSK6,1
日新月异,rì xīn yuè yì,daily renewal,HSK6,1
日益,rì yì,day by day,HSK6,1
融洽,róng qià,harmonious,HSK6,1
溶解,róng jiě,to dissolve,HSK6,1
容貌,róng mào,one's appearance,HSK6,1
容纳,róng nà,to hold,HSK6,1
容器,róng qì,receptacle,HSK6,1
容忍,róng rěn,to put up with,HSK6,1
揉,róu,to knead,HSK6,1
柔和,róu hé,gentle,HSK6,1
弱点,ruò diǎn,weak point,HSK6,1
若干,ruò gān,a certain number or amount,HSK6,1
撒谎,sā huǎng,to tell lies,HSK6,1
腮,sāi,cheek,HSK6,1
三角,sān jiǎo,triangle,HSK6,1
散文,sǎn wén,prose,HSK6,1
散布,sàn bù,to disseminate,HSK6,1
散发,sàn fā,to distribute,HSK6,1
丧失,sàng shī,to lose,HSK6,1
嫂子,sǎo zi,(informal) older brother's wife,HSK6,1
色彩,sè cǎi,tint,HSK6,1
刹车,shā chē,to brake (when driving),HSK6,1
啥,shá,dialectal equivalent of 什麼|什么[shén me],HSK6,1
筛选,shāi xuǎn,to filter,HSK6,1
山脉,shān mài,mountain range,HSK6,1
闪烁,shǎn shuò,flickering,HSK6,1
擅长,shàn cháng,to be good at,HSK6,1
擅自,shàn zì,without permission,HSK6,1
商标,shāng biāo,trademark,HSK6,1
伤脑筋,shāng nǎo jīn,knotty,HSK6,1
上级,shàng jí,higher authorities,HSK6,1
上进心,shàng jìn xīn,motivation,HSK6,1
上任,shàng rèn,to take office,HSK6,1
上瘾,shàng yǐn,to get into a habit,HSK6,1
上游,shàng yóu,upper reaches (of a river),HSK6,1
捎,shāo,to bring sth to sb,HSK6,1
梢,shāo,tip of branch,HSK6,1
哨,shào,a whistle,HSK6,1
奢侈,shē chǐ,luxurious,HSK6,1
设立,shè lì,to set up,HSK6,1
设想,shè xiǎng,to imagine,HSK6,1
设置,shè zhì,to set up,HSK6,1
社区,shè qū,community,HSK6,1
涉及,shè jí,to involve,HSK6,1
摄取,shè qǔ,absorb (nutrition),HSK6,1
摄氏度,shè shì dù,degrees centigrade,HSK6,1
深奥,shēn ào,profound,HSK6,1
深沉,shēn chén,deep,HSK6,1
深情厚谊,shēn qíng hòu yì,deep friendship,HSK6,1
申报,shēn bào,to report (to the authorities),HSK6,1
绅士,shēn shì,gentleman,HSK6,1
呻吟,shēn yín,to moan,HSK6,1
神奇,shén qí,magical,HSK6,1
神气,shén qì,expression,HSK6,1
神情,shén qíng,look,HSK6,1
神色,shén sè,expression,HSK6,1
神圣,shén shèng,divine,HSK6,1
神态,shén tài,appearance,HSK6,1
神仙,shén xiān,Daoist immortal,HSK6,1
审查,shěn chá,to examine,HSK6,1
审理,shěn lǐ,to hear (a case),HSK6,1
审美,shěn měi,esthetics,HSK6,1
审判,shěn pàn,a trial,HSK6,1
渗透,shèn tòu,to permeate,HSK6,1
慎重,shèn zhòng,cautious,HSK6,1
生存,shēng cún,to exist,HSK6,1
生机,shēng jī,opportunity to live,HSK6,1
生理,shēng lǐ,physiology,HSK6,1
生疏,shēng shū,unfamiliar,HSK6,1
生态,shēng tài,way of life,HSK6,1
生物,shēng wù,organism,HSK6,1
生效,shēng xiào,to take effect,HSK6,1
生锈,shēng xiù,to rust,HSK6,1
生育,shēng yù,to bear,HSK6,1
牲畜,shēng chù,domesticated animals,HSK6,1
声明,shēng míng,statement,HSK6,1
声势,shēng shì,fame and power,HSK6,1
声誉,shēng yù,reputation,HSK6,1
省会,shěng huì,provincial capital,HSK6,1
盛产,shèng chǎn,superabundant,HSK6,1
盛开,shèng kāi,blooming,HSK6,1
盛情,shèng qíng,great kindness,HSK6,1
盛行,shèng xíng,to be in vogue,HSK6,1
胜负,shèng fù,victory or defeat,HSK6,1
失误,shī wù,lapse,HSK6,1
失踪,shī zōng,to be missing,HSK6,1
师范,shī fàn,teacher-training,HSK6,1
施加,shī jiā,to exert (effort or pressure),HSK6,1
施展,shī zhǎn,to use fully,HSK6,1
尸体,shī tǐ,dead body,HSK6,1
拾,shí,to pick up,HSK6,1
十足,shí zú,ample,HSK6,1
识别,shí bié,to distinguish,HSK6,1
时差,shí chā,time difference,HSK6,1
时常,shí cháng,often,HSK6,1
时而,shí ér,occasionally,HSK6,1
时光,shí guāng,time,HSK6,1
时机,shí jī,fortunate timing,HSK6,1
时事,shí shì,current trends,HSK6,1
时装,shí zhuāng,the latest fashion in clothes,HSK6,1
实惠,shí huì,tangible benefit,HSK6,1
实力,shí lì,strength,HSK6,1
实施,shí shī,to implement,HSK6,1
实事求是,shí shì qiú shì,to seek truth from facts (idiom),HSK6,1
实质,shí zhì,substance,HSK6,1
石油,shí yóu,oil,HSK6,1
使命,shǐ mìng,mission (diplomatic or other),HSK6,1
是非,shì fēi,right and wrong,HSK6,1
试图,shì tú,to attempt,HSK6,1
试验,shì yàn,experiment,HSK6,1
势必,shì bì,to be bound to,HSK6,1
势力,shì li,power,HSK6,1
世代,shì dài,generation,HSK6,1
世界观,shì jiè guān,worldview,HSK6,1
示范,shì fàn,to demonstrate,HSK6,1
示威,shì wēi,to demonstrate (as a protest),HSK6,1
示意,shì yì,to hint,HSK6,1
释放,shì fàng,to release,HSK6,1
事故,shì gù,accident,HSK6,1
事迹,shì jì,deed,HSK6,1
事件,shì jiàn,event,HSK6,1
事态,shì tài,situation,HSK6,1
事务,shì wù,(political,HSK6,1
事项,shì xiàng,matter,HSK6,1
事业,shì yè,undertaking,HSK6,1
适宜,shì yí,suitable,HSK6,1
视力,shì lì,vision,HSK6,1
视线,shì xiàn,line of sight,HSK6,1
视野,shì yě,field of view,HSK6,1
逝世,shì shì,to pass away,HSK6,1
收藏,shōu cáng,to hoard,HSK6,1
收缩,shōu suō,to pull back,HSK6,1
收益,shōu yì,earnings,HSK6,1
收音机,shōu yīn jī,radio,HSK6,1
手法,shǒu fǎ,technique,HSK6,1
手势,shǒu shì,gesture,HSK6,1
手艺,shǒu yì,craftmanship,HSK6,1
首要,shǒu yào,the most important,HSK6,1
守护,shǒu hù,to guard,HSK6,1
受罪,shòu zuì,to endure,HSK6,1
授予,shòu yǔ,to award,HSK6,1
书法,shū fǎ,calligraphy,HSK6,1
书籍,shū jí,books,HSK6,1
书记,shū ji,secretary,HSK6,1
书面,shū miàn,in writing,HSK6,1
舒畅,shū chàng,happy,HSK6,1
疏忽,shū hu,to neglect,HSK6,1
数,shǔ,to count,HSK6,1
竖,shù,to erect,HSK6,1
束,shù,to bind,HSK6,1
束缚,shù fù,to bind,HSK6,1
树立,shù lì,to set up,HSK6,1
数额,shù é,amount,HSK6,1
数目,shù mù,amount,HSK6,1
耍,shuǎ,to play with,HSK6,1
衰老,shuāi lǎo,to age,HSK6,1
衰退,shuāi tuì,to decline,HSK6,1
率领,shuài lǐng,to lead,HSK6,1
涮,shuàn,to rinse,HSK6,1
双胞胎,shuāng bāo tāi,twin,HSK6,1
爽快,shuǎng kuai,refreshed,HSK6,1
水利,shuǐ lì,water conservancy,HSK6,1
水龙头,shuǐ lóng tóu,faucet,HSK6,1
水泥,shuǐ ní,cement,HSK6,1
司法,sī fǎ,judicial,HSK6,1
司令,sī lìng,commanding officer,HSK6,1
思念,sī niàn,to think of,HSK6,1
思索,sī suǒ,to think deeply,HSK6,1
思维,sī wéi,(line of) thought,HSK6,1
思绪,sī xù,train of thought,HSK6,1
私自,sī zì,private,HSK6,1
斯文,sī wén,refined,HSK6,1
死亡,sǐ wáng,to die,HSK6,1
四肢,sì zhī,the four limbs of the body,HSK6,1
肆无忌惮,sì wú jì dàn,absolutely unrestrained,HSK6,1
饲养,sì yǎng,to raise,HSK6,1
耸,sǒng,to excite,HSK6,1
艘,sōu,classifier for ships,HSK6,1
搜索,sōu suǒ,to search,HSK6,1
苏醒,sū xǐng,to wake up,HSK6,1
俗话,sú huà,common saying,HSK6,1
塑造,sù zào,to model,HSK6,1
素食,sù shí,vegetables,HSK6,1
素质,sù zhì,inner quality,HSK6,1
诉讼,sù sòng,lawsuit,HSK6,1
算了,suàn le,let it be,HSK6,1
算数,suàn shù,to count numbers,HSK6,1
随即,suí jí,immediately,HSK6,1
随身,suí shēn,to (carry) on one's person,HSK6,1
随手,suí shǒu,conveniently,HSK6,1
随意,suí yì,as one wishes,HSK6,1
岁月,suì yuè,years,HSK6,1
隧道,suì dào,tunnel,HSK6,1
损坏,sǔn huài,to damage,HSK6,1
索赔,suǒ péi,to ask for compensation,HSK6,1
索性,suǒ xìng,you might as well (do it),HSK6,1
塌,tā,collapse,HSK6,1
踏实,tā shi,practical,HSK6,1
台风,tái fēng,hurricane,HSK6,1
太空,tài kōng,outer space,HSK6,1
泰斗,tài dǒu,leading scholar of his time,HSK6,1
瘫痪,tān huàn,paralysis,HSK6,1
贪婪,tān lán,avaricious,HSK6,1
贪污,tān wū,corruption,HSK6,1
摊儿,tān r,erhua variant of 攤|摊[tān],HSK6,1
弹性,tán xìng,flexibility,HSK6,1
坦白,tǎn bái,honest,HSK6,1
探测,tàn cè,to probe,HSK6,1
探索,tàn suǒ,to explore,HSK6,1
探讨,tàn tǎo,to investigate,HSK6,1
探望,tàn wàng,to visit,HSK6,1
叹气,tàn qì,to sigh,HSK6,1
糖葫芦,táng hú lu,sugar-coated Chinese hawthorn fruit on a stick,HSK6,1
倘若,tǎng ruò,provided that,HSK6,1
掏,tāo,variant of 掏[tāo],HSK6,1
滔滔不绝,tāo tāo bù jué,unceasing torrent (idiom),HSK6,1
陶瓷,táo cí,pottery and porcelain,HSK6,1
淘气,táo qì,naughty,HSK6,1
淘汰,táo tài,to wash out,HSK6,1
讨价还价,tǎo jià huán jià,to haggle over price,HSK6,1
特长,tè cháng,personal strength,HSK6,1
特定,tè dìng,special,HSK6,1
特色,tè sè,characteristic,HSK6,1
提拔,tí bá,to promote to a higher job,HSK6,1
提炼,tí liàn,to extract (ore,HSK6,1
提示,tí shì,to prompt,HSK6,1
提议,tí yì,proposal,HSK6,1
题材,tí cái,subject matter,HSK6,1
体谅,tǐ liàng,to empathize,HSK6,1
体面,tǐ miàn,dignity,HSK6,1
体系,tǐ xì,system,HSK6,1
天才,tiān cái,talent,HSK6,1
天伦之乐,tiān lún zhī lè,family love and joy,HSK6,1
天然气,tiān rán qì,natural gas,HSK6,1
天生,tiān shēng,nature,HSK6,1
天堂,tiān táng,paradise,HSK6,1
天文,tiān wén,astronomy,HSK6,1
田径,tián jìng,track and field (athletics),HSK6,1
舔,tiǎn,to lick,HSK6,1
挑剔,tiāo ti,picky,HSK6,1
条款,tiáo kuǎn,clause (of contract or law),HSK6,1
条理,tiáo lǐ,arrangement,HSK6,1
条约,tiáo yuē,treaty,HSK6,1
调和,tiáo hé,harmonious,HSK6,1
调剂,tiáo jì,to adjust,HSK6,1
调节,tiáo jié,to adjust,HSK6,1
调解,tiáo jiě,to mediate,HSK6,1
调料,tiáo liào,condiment,HSK6,1
挑拨,tiǎo bō,to incite disharmony,HSK6,1
挑衅,tiǎo xìn,to provoke,HSK6,1
跳跃,tiào yuè,to jump,HSK6,1
停泊,tíng bó,to anchor,HSK6,1
停顿,tíng dùn,to halt,HSK6,1
停滞,tíng zhì,stagnation,HSK6,1
亭子,tíng zi,pavilion,HSK6,1
挺拔,tǐng bá,tall and straight,HSK6,1
通货,tōng huò,currency,HSK6,1
通俗,tōng sú,common,HSK6,1
通用,tōng yòng,common (use),HSK6,1
铜矿,tóng kuàng,Copper,HSK6,1
同胞,tóng bāo,born of the same parents,HSK6,1
同志,tóng zhì,comrade,HSK6,1
童话,tóng huà,children's fairy tales,HSK6,1
统筹兼顾,tǒng chóu jiān gù,an overall plan taking into account all factors,HSK6,1
统计,tǒng jì,statistics,HSK6,1
统统,tǒng tǒng,totally,HSK6,1
投机,tóu jī,to speculate (on financial markets),HSK6,1
投票,tóu piào,to vote,HSK6,1
投降,tóu xiáng,to surrender,HSK6,1
投掷,tóu zhì,to throw sth a long distance,HSK6,1
秃,tū,bald,HSK6,1
突破,tū pò,to break through,HSK6,1
图案,tú àn,design,HSK6,1
徒弟,tú dì,apprentice,HSK6,1
途径,tú jìng,way,HSK6,1
涂抹,tú mǒ,to paint,HSK6,1
土壤,tǔ rǎng,soil,HSK6,1
团结,tuán jié,a rally,HSK6,1
团体,tuán tǐ,group,HSK6,1
团圆,tuán yuán,to have a reunion,HSK6,1
推测,tuī cè,speculation,HSK6,1
推翻,tuī fān,to overthrow,HSK6,1
推理,tuī lǐ,reasoning,HSK6,1
推论,tuī lùn,to infer,HSK6,1
推销,tuī xiāo,to market,HSK6,1
吞咽,tūn yàn,to swallow,HSK6,1
脱离,tuō lí,to separate oneself from,HSK6,1
拖延,tuō yán,to adjourn,HSK6,1
托运,tuō yùn,to consign (goods),HSK6,1
妥当,tuǒ dang,appropriate,HSK6,1
妥善,tuǒ shàn,appropriate,HSK6,1
妥协,tuǒ xié,to compromise,HSK6,1
椭圆,tuǒ yuán,oval,HSK6,1
唾沫,tuò mo,spittle,HSK6,1
挖掘,wā jué,to excavate,HSK6,1
娃娃,wá wa,baby,HSK6,1
